	logFC	logCPM	PValue
T22D1.5	0.754	8.87	0.0874
T22F3.2	0.59	7.56	0.33
T22F3.3	0.966	6.58	0.357
T22G5.3	-1.99	5.2	0.232
T22H9.1	-0.276	5.93	0.835
T23B12.1	-0.738	6.92	0.386
T23B12.2	-1.42	6.36	0.203
T23B12.3	-0.505	5.95	0.695
T23B12.4	0.753	8.41	0.181
T23B12.6	1.34	8.57	0.00893
T23B12.8	-3.49	2.12	0.152
T23B3.1	-0.0759	8.29	0.867
T23B3.2	-0.965	4.36	0.631
T23B5.3	0.822	6.04	0.578
T23B5.4	1.04	3.82	0.588
T23C6.4	0.375	4.6	0.83
T23D8.3	-0.314	7.68	0.628
T23D8.7	0.282	8.82	0.605
T23E1.1	3.87	1.6	0.0865
T23E1.2	-4.91	3.3	0.0296
T23F11.1	0.182	8.14	0.704
T23F11.4	-0.334	6.88	0.701
T23F11.6	-2.35	1.33	0.316
T23F2.2	-2.59	1.48	0.284
T23F2.5	-1.03	7.29	0.151
T23G11.1	-4.31	2.79	0.0864
T23G11.4	-0.264	6.57	0.79
T23G11.7	-0.111	7.58	0.857
T23G4.3	-0.109	5.82	0.938
T23G5.2	-0.116	7.61	0.861
T23G7.2	-2.65	5.11	0.146
T23G7.3	0.486	7.81	0.378
T23H2.3	0.458	7.13	0.545
T24A6.20	1.52	3.39	0.505
T24B1.1	-1.56	7.38	0.0316
T24B8.2	-0.533	7.11	0.494
T24B8.3	-0.81	6.33	0.47
T24B8.7	-1.98	3.33	0.355
T24C12.3	4.73	2.29	0.0382
T24C2.2	0.277	5.29	0.859
T24C4.5	-5.12	3.49	0.0201
T24D1.2	-0.488	8.16	0.344
T24D1.3	-0.0254	6.41	0.985
T24D1.5	1.23	8.41	0.011
T24E12.1	-1.06	5	0.577
T24E12.10	2.03	3.2	0.289
T24E12.11	-0.181	4.38	0.932
T24E12.13	3.47	2	0.145
T24F1.2	-0.274	7.4	0.674
T24F1.3	1.45	2.6	0.506
T24G10.2	0.455	8.33	0.34
T24H10.1	0.844	6.87	0.352
T24H10.4	0.0861	8.56	0.842
T24H7.2	0.39	8.81	0.352
T24H7.3	-0.258	7.63	0.687
T24H7.4	-1.46	5.67	0.301
T25B9.8	1.18	7.33	0.129
T25B9.9	0.922	8.37	0.0421
T25C8.1	0.119	4.22	0.95
T25D3.2	-0.0982	6.31	0.932
T25D3.3	-2.32	2.67	0.254
T25D3.4	-0.252	3.71	0.902
T25E12.6	1.58	6.09	0.317
T25G3.1	-0.535	5.35	0.724
T25G3.3	-0.394	8.34	0.472
T25G3.4	0.801	8.24	0.0957
T26A5.2	0.613	6.63	0.535
T26A5.4	0.517	5.57	0.779
T26A5.5	0.086	9.12	0.833
T26A5.6	0.0924	8.23	0.842
T26A5.8	0.0123	6.39	0.995
T26A8.1	-0.804	9.08	0.0494
T26A8.4	-0.352	6.17	0.776
T26C11.4	0.274	6.24	0.821
T26C11.9	4.81	2.31	0.0478
T26C12.1	-0.00399	7.31	0.998
T26C5.3	-0.418	7.76	0.584
T26E3.4	0.848	7.82	0.148
T26G10.1	1.27	7.08	0.107
T27A3.1	0.0902	7.11	0.908
T27A3.2	1.41	7.75	0.0127
T27A3.6	0.0965	7	0.915
T27A3.7	0.351	7.55	0.562
T27A8.2	-2.66	4.73	0.133
T27C4.2	-1.61	0.921	0.54
T27E9.2	-1.72	5.03	0.29
T27F2.2	-3.78	3.29	0.0991
T27F6.4	1.89	7.76	0.000918
T27F6.6	-1.66	5.96	0.254
T27F6.7	-1.8	6.49	0.13
T27F7.1	-0.113	7.37	0.87
T27F7.4	0.356	6.86	0.69
T28A11.22	-2.72	3.82	0.185
T28A8.3	0.89	7.52	0.181
T28A8.4	-0.626	6.97	0.458
T28A8.5	0.62	6.68	0.578
T28A8.6	-0.283	7.5	0.695
T28B11.1	0.77	8.14	0.104
T28B8.1	0.669	5.02	0.712
T28C6.3	2.02	4.13	0.319
T28C6.7	-0.89	5.84	0.57
T28D6.4	-4.74	3.16	0.0642
T28D6.6	0.315	7.24	0.658
T28D9.1	0.391	7.86	0.502
T28D9.3	-2.5	1.43	0.3
T28D9.4	-0.0565	7.4	0.933
T28F12.1	-3.47	4.34	0.0663
T28F2.2	-0.518	4.49	0.763
T28F4.1	0.639	6.5	0.54
T28F4.4	-1.02	5.54	0.524
tac-1	0.953	6.18	0.435
taf-1	0.535	7.16	0.535
taf-10	-0.532	6.57	0.591
taf-11.1	-1.7	5.7	0.317
taf-11.2	-0.91	7.77	0.117
taf-11.3	-0.811	6.32	0.464
taf-12	0.331	5.77	0.815
taf-13	-0.987	6.22	0.393
taf-2	-4.74	5.54	0.00696
taf-3	-0.227	6.72	0.817
taf-4	0.95	6.68	0.319
taf-5	0.367	8.62	0.428
taf-6.1	0.968	6.43	0.36
taf-6.2	-0.997	4.51	0.595
taf-7.1	-1.38	2.22	0.514
taf-7.2	-1.17	4.25	0.508
taf-8	1.03	8.75	0.0263
taf-9	-0.18	6.39	0.879
tag-10	-3.37	2.44	0.0981
tag-115	-1.07	7.08	0.19
tag-117	-2.21	5.11	0.257
tag-123	-0.867	7.92	0.0957
tag-124	3.06	7.16	0.000145
tag-130	0.263	7.26	0.75
tag-131	0.175	7.33	0.803
tag-135	0.435	8.48	0.336
tag-143	0.102	7.33	0.888
tag-144	-1.81	6.4	0.189
tag-146	-0.495	8.3	0.378
tag-147	-0.718	6.24	0.559
tag-151	1.23	7.82	0.0683
tag-153	0.414	8.74	0.352
tag-163	1.12	6.48	0.299
tag-164	1.23	3.82	0.485
tag-165	0.535	8.23	0.265
tag-170	-0.275	8.08	0.592
tag-172	-1.11	6.99	0.275
tag-173	-1.15	7.38	0.397
tag-174	-0.409	7.22	0.575
tag-175	-1.35	6.05	0.317
tag-179	-0.173	7.21	0.823
tag-182	1.58	8.95	0.000174
tag-184	0.508	7.71	0.622
tag-189	0.0976	7.66	0.874
tag-192	-1.14	6.27	0.32
tag-209	-0.942	3.22	0.622
tag-210	0.108	8.87	0.799
tag-214	0.348	7.95	0.559
tag-218	-3.68	4	0.0775
tag-224	-3.85	2.4	0.0757
tag-229	-1.58	6.36	0.169
tag-231	1.83	4.65	0.322
tag-232	-2.03	6.28	0.0848
tag-233	-0.29	5.7	0.869
tag-235	-1.17	6.62	0.284
tag-241	-2.44	2.51	0.23
tag-242	-1.16	5.77	0.397
tag-243	-3.49	2.12	0.152
tag-246	0.386	7.56	0.575
tag-250	-4.94	3.33	0.0493
tag-253	-0.625	6.19	0.696
tag-256	0.469	8.67	0.276
tag-257	3.04	5.27	0.0704
tag-260	-1.18	2.8	0.57
tag-261	-0.691	7.02	0.419
tag-262	-0.678	7.99	0.181
tag-264	-1.03	7.06	0.244
tag-266	2.36	3.61	0.295
tag-267	-0.887	3.11	0.632
tag-273	5.9	5.26	0.00914
tag-275	-2.7	2.42	0.257
tag-276	-2.55	5.95	0.0847
tag-277	-0.661	6.42	0.561
tag-278	-2.58	3.83	0.249
tag-280	-0.147	4.18	0.938
tag-281	0.754	3.33	0.7
tag-294	0.167	7.83	0.756
tag-296	-0.142	7.26	0.841
tag-298	0.836	8.61	0.0543
tag-299	-3.14	2.38	0.167
tag-30	1.58	7.99	0.00221
tag-304	-0.692	4.9	0.698
tag-307	0.444	6.95	0.594
tag-313	-1.68	2.78	0.399
tag-315	1.17	8.59	0.00752
tag-320	-0.473	7.7	0.405
tag-321	-0.426	7.81	0.433
tag-322	-1.02	7.05	0.207
tag-324	0.0974	3.85	0.963
tag-325	-0.787	7.5	0.423
tag-333	0.44	7.52	0.519
tag-335	-0.833	7.35	0.227
tag-340	0.221	8.39	0.624
tag-342	-0.27	7.47	0.68
tag-343	0.28	2.89	0.911
tag-345	-0.0343	7.81	0.958
tag-347	-2.11	6.26	0.187
tag-349	1.5	7.62	0.0122
tag-353	0.0848	7.88	0.875
tag-51	3.73	4.26	0.121
tag-52	0.554	7.49	0.398
tag-53	-0.667	6.44	0.529
tag-60	1.6	4.8	0.346
tag-63	-0.931	5.92	0.496
tag-65	0.341	7.01	0.673
tag-68	-2.14	1.21	0.388
tag-72	-0.924	4.2	0.629
tag-77	1.77	7.12	0.022
tag-89	-5.13	3.5	0.0494
tag-93	0.253	9.23	0.528
tag-96	2.16	4.71	0.273
tag-97	-5.3	3.66	0.0166
tam-1	0.0194	8.21	0.974
tars-1	1.53	8.23	0.00129
tat-1	0.151	6.74	0.873
tat-3	1.85	7.94	0.000513
tat-4	0.317	8.01	0.532
tat-5	-2.12	7.19	0.06
tax-6	0.728	3.39	0.737
tba-1	0.86	9.39	0.0367
tba-2	1.07	9.54	0.0122
tbb-1	1.81	9.01	2.23e-05
tbb-2	0.746	9.87	0.0619
tbc-1	2.14	6.89	0.03
tbc-10	0.795	5.34	0.688
tbc-11	2.45	4.85	0.175
tbc-12	-1.94	6.74	0.13
tbc-13	3.16	6.2	0.0519
tbc-15	-2.38	2.47	0.301
tbc-17	-3.71	4.17	0.0557
tbc-18	-5.26	3.62	0.02
tbc-2	1.31	7.76	0.0214
tbc-20	0.895	4.6	0.628
tbc-3	1.3	8.68	0.00276
tbc-6	-0.912	4.1	0.651
tbc-9	0.112	7.44	0.884
tbck-1	0.932	6.61	0.392
tbg-1	0.976	7.87	0.0996
tbp-1	0.196	8.63	0.661
tbx-11	4.4	6.07	0.00511
tbx-2	-1.9	4.08	0.348
tbx-33	-1.14	4.88	0.554
tbx-36	0.555	7.48	0.5
tbx-9	-0.189	6.92	0.835
tcer-1	3.57	4.04	0.0869
tcl-2	2.62	5.64	0.107
tct-1	-0.307	8.69	0.474
tdc-1	0.607	8.88	0.167
tdp-1	1	8.14	0.052
teg-1	0.129	6.26	0.91
teg-4	-0.144	8.18	0.767
ten-1	-0.0282	6.81	0.979
tfg-1	-0.25	6.08	0.842
tgt-1	-0.785	7.69	0.238
tgt-2	0.0844	6.85	0.926
thk-1	-0.152	7.62	0.801
thoc-1	1.01	4.93	0.543
thoc-2	1.21	7.51	0.175
thoc-3	-0.365	7.16	0.632
tiar-1	0.966	9.08	0.0187
tiar-2	-4.21	3.13	0.0492
tig-2	-2.06	1.17	0.386
tim-1	-0.0702	7.74	0.903
tin-10	-0.761	4.76	0.652
tin-13	-1.2	5.96	0.387
tin-9.1	-3.99	4.74	0.0382
tir-1	-3.93	3.41	0.0664
tkr-1	-1.37	4.8	0.412
tkt-1	1.35	8.19	0.00554
tlf-1	0.779	7.15	0.305
tli-1	0.565	5.25	0.722
tlk-1	0.44	8.56	0.374
tlp-1	-1.96	3.9	0.33
tmbi-4	-1.28	6.43	0.318
toc-1	-1.93	8.21	8.32e-05
toca-1	-3.47	4.93	0.052
toca-2	1.83	6.99	0.0343
toe-1	-1.1	7.57	0.0813
toe-2	0.518	8.1	0.289
toe-4	1.76	6.09	0.154
toh-1	-4.19	2.68	0.0796
tol-1	0.12	8.41	0.788
tom-1	-0.0238	3.53	1
tomm-20	0.11	7.2	0.891
tomm-22	-2	5.45	0.191
tomm-40	0.324	8.36	0.469
tomm-7	-3.71	2.83	0.0827
top-1	0.777	8.91	0.0624
top-2	0.989	7.52	0.131
top-3	-2.1	3.24	0.294
tpi-1	-0.332	8.17	0.513
tpk-1	-0.0456	4.53	0.989
tps-1	2.34	4.4	0.197
tpst-1	0.801	7.03	0.326
tpxl-1	0.416	7.47	0.506
tra-2	-0.856	7.05	0.37
tra-3	0.0855	7.72	0.883
tra-4	-0.185	7.46	0.79
tram-1	-0.192	9	0.665
trap-1	0.89	8.39	0.0739
trap-2	-1.97	7.46	0.00252
trap-3	0.121	7.22	0.867
trap-4	-0.139	7.79	0.811
tre-1	0.972	9.32	0.0467
tre-2	0.673	7	0.425
trf-1	-1.06	2.64	0.584
trm-1	0.993	7.91	0.059
trpa-2	4.81	2.31	0.0478
trr-1	0.726	7.51	0.264
trt-1	0.518	8.35	0.257
trx-2	-2.64	4.47	0.175
trxr-1	0.611	6.37	0.57
trxr-2	-0.826	6.42	0.444
try-1	1.14	8.81	0.00676
tsfm-1	1.01	6.64	0.314
tsn-1	2.2	6.49	0.221
tsp-12	-0.55	8.54	0.271
tsp-13	-1.95	2.41	0.399
tsp-14	-3.47	3.34	0.117
tsp-17	-2.56	1.46	0.283
tsp-21	-1.38	3.82	0.45
tsp-7	-1.9	3.24	0.301
tsp-9	-1.98	1.12	0.417
tsr-1	-0.713	5.99	0.614
ttb-1	0.457	7.9	0.425
tth-1	-0.735	5.66	0.62
ttll-12	0.366	7.61	0.54
ttll-4	0.263	8.01	0.599
ttll-5	0.91	7.55	0.14
ttm-1	0.816	5.11	0.619
ttr-16	-2.61	1.5	0.232
ttr-32	-0.984	2.03	0.64
ttr-39	-1.73	0.985	0.492
ttr-50	-0.246	7.69	0.669
ttr-51	-0.246	2.34	0.916
ttr-53	-1.22	7.97	0.0322
ttr-54	-0.231	2.8	0.937
tts-2	4.13	1.75	0.0801
ttx-7	-0.303	7.66	0.61
ttyh-1	0.936	6.86	0.33
tub-2	-5.5	3.84	0.0138
tufm-1	0.557	8.34	0.207
tufm-2	0.556	7.94	0.319
tut-1	1.44	6.12	0.323
tut-2	-0.0928	8.36	0.838
twk-24	1.55	1.83	0.506
twk-34	4.39	2.01	0.0597
twk-46	-1.63	0.932	0.541
tyr-1	-3.71	2.29	0.129
tyr-5	5.57	5.1	0.0172
uaf-1	1	7.32	0.156
uaf-2	-0.948	4.76	0.591
uba-1	1	10.1	0.0146
uba-2	-1.53	3.06	0.47
ubc-1	-1.42	4.78	0.421
ubc-12	0.754	5.71	0.585
ubc-13	-0.226	7.41	0.735
ubc-14	0.247	6.76	0.804
ubc-16	-0.288	6.46	0.781
ubc-18	0.18	7.83	0.761
ubc-20	0.372	7.74	0.523
ubc-25	0.112	9.59	0.783
ubc-3	0.0978	8.05	0.863
ubc-6	1.92	7.94	0.000783
ubc-7	-0.858	9.45	0.035
ubc-9	-0.252	7.79	0.655
ubh-1	-4.06	3.85	0.0523
ubh-2	-0.279	5.76	0.848
ubh-3	-0.153	7.29	0.837
ubh-4	0.0727	7.52	0.907
ubl-1	-0.342	4.08	0.851
ubl-5	-0.971	5.44	0.548
ubq-1	0.918	10.1	0.021
ubq-2	-0.37	5.75	0.791
ubxn-1	1.38	7.37	0.0442
ubxn-2	1.17	6.51	0.28
ubxn-3	-2.51	2.19	0.243
ubxn-4	0.88	8.34	0.0511
ubxn-6	0.641	8.28	0.154
ucp-4	-1.24	7.3	0.0763
ucr-1	0.959	8.22	0.0613
ucr-2.1	-1.55	5.12	0.345
ucr-2.2	0.572	5.37	0.715
ucr-2.3	-0.0687	7.1	0.931
uda-1	-0.275	8.27	0.598
uev-1	-0.414	6.17	0.726
uev-3	-1.67	6.64	0.115
ufd-1	1.07	7.08	0.184
ufd-2	0.44	7.86	0.452
ufd-3	0.392	9.27	0.33
ugt-20	-4.92	3.31	0.0338
ugt-28	0.0922	6.35	0.947
ugt-45	1.16	4.79	0.528
ugt-58	-2.27	6.06	0.169
ugt-64	-0.514	6.4	0.668
ugtp-1	0.278	7.8	0.624
uig-1	0.919	3.96	0.652
ula-1	-0.708	7.15	0.349
ulp-1	0.093	8.56	0.833
ulp-2	0.369	8.03	0.453
ulp-3	-0.899	5.04	0.571
ulp-4	-0.469	8.12	0.387
ulp-5	-0.082	6.85	0.926
umps-1	0.544	5.53	0.736
unc-101	-1.61	4.94	0.322
unc-103	-1.81	1.02	0.45
unc-104	-1.9	1.07	0.439
unc-105	-2.69	1.55	0.255
unc-108	-0.64	8.23	0.201
unc-11	0.274	5.26	0.859
unc-112	0.186	7.09	0.82
unc-115	-4.31	5.08	0.0267
unc-116	5.82	5.45	0.0178
unc-119	-0.581	6.25	0.614
unc-120	-1.98	1.12	0.417
unc-129	-5.32	5	0.00749
unc-13	2.27	2.84	0.325
unc-14	1.53	7.3	0.0441
unc-16	0.264	6.5	0.826
unc-18	-0.433	4.44	0.825
unc-2	-1.73	3.41	0.432
unc-26	0.061	5.19	0.973
unc-32	-0.454	8.31	0.325
unc-33	-1.95	2.45	0.331
unc-34	-3.3	3.66	0.112
unc-35	-3.76	2.33	0.0919
unc-37	0.549	8.48	0.268
unc-38	3.65	4.38	0.118
unc-40	0.148	8.57	0.789
unc-43	1.03	6.78	0.331
unc-44	-0.83	4.66	0.673
unc-45	-0.679	4.69	0.711
unc-5	-6.08	4.39	0.0239
unc-50	1.96	4.85	0.341
unc-51	1.16	5.04	0.555
unc-57	-0.14	8.21	0.783
unc-59	0.365	7.68	0.535
unc-6	5.17	5.19	0.0315
unc-60	0.0946	9.17	0.819
unc-61	0.0311	8.83	0.942
unc-62	-0.736	6.78	0.476
unc-64	-1.19	4.97	0.467
unc-68	-2.8	4.65	0.158
unc-69	1.7	7.84	0.00672
unc-70	-2.78	3.42	0.18
unc-71	-0.0678	8.12	0.887
unc-73	0.315	6.17	0.802
unc-76	-0.314	7.71	0.589
unc-77	-3.3	1.98	0.172
unc-78	2.27	7.06	0.00605
unc-80	-4.57	3.01	0.0719
unc-83	-0.338	5.18	0.831
unc-84	0.876	7.72	0.156
unc-85	0.401	7.23	0.578
unc-87	5.15	2.61	0.0384
unc-9	-2.14	1.21	0.374
unc-94	1.12	8.53	0.0119
unc-97	-0.657	6.46	0.544
ung-1	-0.386	6.65	0.698
upp-1	0.276	7.67	0.631
uri-1	1.31	8.08	0.00723
urm-1	0.698	5.99	0.586
use-1	0.455	7.08	0.559
uso-1	5.46	3.78	0.0331
usp-14	0.641	8.98	0.127
usp-3	-2.72	1.57	0.257
usp-33	0.776	7.39	0.253
usp-46	0.089	6.24	0.941
usp-48	1.66	8.18	0.00424
utx-1	0.329	6.75	0.794
vab-1	1.01	8.4	0.0414
vab-10	1.03	2.92	0.612
vab-19	2.53	2.91	0.249
vab-2	2.41	5.01	0.155
vab-23	-2.24	1.27	0.362
vab-8	1.96	7.08	0.0209
vab-9	-4.17	2.66	0.0955
vang-1	-5.74	5.4	0.0028
vars-1	0.927	7.54	0.201
vars-2	0.387	8.44	0.417
vav-1	0.588	3.26	0.737
vbh-1	-0.0418	5.98	0.979
vem-1	-1.38	6.01	0.279
ver-1	-3.04	1.79	0.207
ver-3	7.46	5.69	0.00338
vet-1	-2.04	4.87	0.361
vet-2	-0.39	6.58	0.713
VF13D12L.1	0.774	7.08	0.366
VF13D12L.3	-1.5	4.22	0.418
vglu-2	-2.82	1.64	0.232
vha-1	-1.1	7.28	0.119
vha-10	-0.154	7.11	0.848
vha-11	0.0729	7.38	0.923
vha-12	1.37	8.19	0.00359
vha-13	0.815	9.01	0.0603
vha-14	0.0769	7.83	0.888
vha-15	0.422	7.76	0.484
vha-16	-1.14	7.93	0.11
vha-17	-0.715	6.83	0.442
vha-18	0.183	8.41	0.733
vha-19	-1.23	7.42	0.238
vha-2	0.081	8.97	0.866
vha-3	-2.95	4.84	0.0918
vha-4	-0.16	8.26	0.751
vha-7	0.513	8.65	0.262
vha-8	-0.196	8.31	0.67
vha-9	0.00813	7.19	0.994
vhl-1	-0.202	5.78	0.887
vhp-1	0.423	6.01	0.747
vig-1	1.76	9.1	5.47e-05
viln-1	1.27	6.96	0.134
vpr-1	0.184	8.95	0.661
vps-11	-0.172	4.83	0.931
vps-16	1.94	7.44	0.00376
vps-18	1.18	7.24	0.104
vps-2	1.32	6.13	0.304
vps-20	2.45	7.6	0.000526
vps-22	-0.104	7.57	0.863
vps-25	0.219	7.41	0.748
vps-26	-1.27	7.57	0.0385
vps-28	-0.599	7.34	0.381
vps-29	0.377	6.77	0.69
vps-32.1	0.389	7.9	0.476
vps-33.1	1.1	6.49	0.322
vps-33.2	1.14	8.69	0.0168
vps-34	0.683	7.65	0.281
vps-35	0.164	8.17	0.753
vps-36	-0.968	7.07	0.247
vps-37	0.581	7.27	0.478
vps-39	0.524	8.97	0.244
vps-4	-0.47	5.84	0.737
vps-41	-0.82	5.99	0.586
vps-45	2.4	6.07	0.0649
vps-51	0.388	8.05	0.435
vps-52	0.606	6.93	0.576
vps-53	1.12	7	0.173
vps-54	0.0869	7.45	0.893
vrk-1	0.93	8.39	0.102
vti-1	-3.11	4.18	0.109
W01A11.1	1.14	7.81	0.0542
W01A11.2	-0.187	5.44	0.922
W01A8.5	-0.153	8.02	0.762
W01A8.8	-3.12	1.85	0.192
W01C8.5	5.45	5.09	0.029
W01D2.1	0.215	4.85	0.902
W01D2.5	-0.52	6.77	0.577
W01G7.4	0.396	7.04	0.628
W02A11.1	-0.832	5.2	0.659
W02B12.1	-0.0992	2.46	0.974
W02B12.10	0.0813	7.47	0.9
W02B12.11	0.398	4.84	0.816
W02B12.15	-0.583	5.37	0.699
W02B12.4	-2.86	1.67	0.233
W02B12.9	-0.147	6.06	0.913
W02B8.2	-0.633	5.74	0.666
W02D3.1	-1.58	5.3	0.324
W02D3.12	-1.37	3.12	0.457
W02D3.4	0.0545	6.83	0.955
W02D7.5	-0.362	6.05	0.784
W02D7.6	-1.36	6.85	0.165
W02D9.2	0.303	7.81	0.59
W02D9.3	1.04	6.51	0.313
W02D9.4	-3.04	5.07	0.112
W02F12.3	0.367	8.5	0.446
W02F12.4	0.527	8.14	0.314
W02F12.5	1.02	8.62	0.0288
W02H5.2	5.01	2.49	0.0418
W03A5.1	-4.95	3.34	0.0557
W03A5.2	-1.42	3.72	0.462
W03A5.4	-0.607	5.61	0.674
W03C9.2	-0.14	7.04	0.866
W03C9.5	-1.24	5.78	0.383
W03C9.6	-3.45	2.09	0.111
W03D8.3	-1.87	2.96	0.324
W03F8.3	0.883	4.64	0.654
W03F8.4	0.0115	8.06	0.984
W03F9.1	1.75	5	0.36
W03F9.10	1.08	7.26	0.132
W03F9.2	-0.611	5.62	0.676
W03F9.4	-5.85	4.17	0.029
W03G11.4	-4.55	3	0.0728
W03G9.2	2.16	6.81	0.0482
W03G9.3	3.78	1.91	0.111
W03G9.8	-0.436	5.59	0.766
W04A4.5	-0.551	7.09	0.512
W04A8.1	0.251	6.68	0.79
W04A8.2	-3.34	2.01	0.166
W04A8.5	0.195	4.67	0.935
W04B5.4	-1.37	6.3	0.223
W04B5.5	0.086	6.1	0.949
W04C9.2	-1.34	5.52	0.37
W04C9.4	0.229	4.99	0.891
W04D2.4	0.696	8.88	0.093
W04D2.5	-0.175	6.01	0.89
W04D2.6	1.39	8.28	0.0189
W04E12.2	-0.232	5.93	0.896
W04G3.5	0.716	7.01	0.372
W05F2.3	0.939	8.91	0.0281
W05F2.4	-4.45	2.91	0.0782
W05F2.6	0.938	7.62	0.12
W05H7.1	-1.78	2.82	0.394
W05H9.2	-0.92	7.31	0.179
W05H9.4	1	7.49	0.153
W06A7.4	-1.14	4.67	0.515
W06B4.1	0.547	8.6	0.202
W06B4.2	-0.893	5.63	0.547
W06D11.1	0.0103	7.61	0.99
W06D11.2	-1.41	3.84	0.499
W06D11.3	-0.48	6.94	0.58
W06D4.3	4.4	2.42	0.0723
W06H8.2	-1.81	1.03	0.43
W06H8.5	-1.88	4.46	0.348
W07A8.2	0.832	7.73	0.244
W07B8.3	-4.71	3.13	0.0648
W07E11.1	0.296	7.47	0.638
W07E6.2	-0.529	5.09	0.752
W07E6.5	0.000176	4.37	1
W07G4.3	0.829	6.14	0.506
W07G4.5	-2.09	1.18	0.387
W08A12.1	1.22	7.74	0.044
W08A12.3	-0.262	2.17	0.91
W08E12.1	-0.437	4.64	0.841
W08E12.7	-0.00687	9.7	0.987
W08E3.2	1.52	5.35	0.333
W08F4.3	0.426	7.55	0.479
W08G11.3	2.72	6.01	0.0437
W09B6.4	-1.98	4.73	0.313
W09C3.4	-0.229	7.23	0.77
W09C5.1	-1.42	6.84	0.133
W09C5.7	1.06	7.23	0.187
W09C5.8	0.875	7.18	0.248
W09D10.1	1.22	7.52	0.066
W09D10.3	-2.5	5.02	0.171
W09D10.4	1.28	4.89	0.461
W09D10.5	-0.0485	2.22	1
W09D6.1	-4.64	3.07	0.0682
W09D6.5	-0.485	4.15	0.788
W09D6.t1	0.631	2.27	0.739
W09G10.3	-2.84	2.15	0.237
W09G12.9	2.04	4.25	0.3
W09G3.1	-1.7	5.56	0.258
W09G3.2	-5.6	3.93	0.0133
W09G3.6	0.331	6.6	0.74
W09G3.7	-0.611	4.49	0.725
W09G3.8	-3.46	3.59	0.0949
W09H1.1	-4.9	3.3	0.0573
W10D9.3	-2.61	2.64	0.206
W10D9.6	0.656	4.14	0.72
W10G11.19	-2.69	1.55	0.256
wah-1	0.199	6.57	0.843
wapl-1	0.0595	8.5	0.899
wars-2	-1.7	6.23	0.29
WBGene00003979	0.241	5.96	0.849
WBGene00009055	-1.75	1.42	0.435
WBGene00043120	-1.46	3.18	0.425
WBGene00206362	4.04	1.68	0.0823
WBGene00206377	-0.532	1.79	0.826
WBGene00206380	-4.37	4.62	0.0401
WBGene00206389	-0.981	5.81	0.464
WBGene00206412	0.344	3.97	0.863
WBGene00206414	4.13	1.75	0.08
WBGene00206419	-3.38	3.61	0.145
WBGene00206423	-1.75	6.25	0.134
WBGene00206487	-2.91	4.32	0.16
WBGene00206491	-3.31	2.5	0.131
WBGene00206532	-1.9	1.07	0.451
WBGene00219205	-2.92	2.39	0.145
WBGene00219218	6.23	3.65	0.0159
WBGene00219275	-1.18	4.75	0.476
WBGene00219298	-0.801	3.46	0.655
WBGene00219303	1.91	2.68	0.4
WBGene00219313	1.03	7.88	0.0684
WBGene00219317	-1.36	2.04	0.502
WBGene00219329	-0.668	3.1	0.722
WBGene00219372	-2.99	1.76	0.216
WBGene00219374	-3.28	1.96	0.133
WBGene00219451	2.95	6.98	0.00227
WBGene00219548	-3.46	2.1	0.128
WBGene00219609	3.74	5.27	0.0785
WBGene00219619	-0.821	2.3	0.699
WBGene00219699	-4.34	2.81	0.0589
WBGene00219701	0.299	4.85	0.855
WBGene00219707	-2.69	1.55	0.255
WBGene00219718	-2.64	1.52	0.268
WBGene00219741	-2.24	1.27	0.362
WBGene00219778	-3.08	3.12	0.121
WBGene00219800	-1.77	4.01	0.326
WBGene00219803	0.35	7.19	0.633
WBGene00219816	-0.365	4.87	0.826
WBGene00219849	0.621	6.68	0.584
WBGene00219904	3.72	3.61	0.077
WBGene00219908	-0.976	5.46	0.507
WBGene00219912	-1.87	1.49	0.409
WBGene00219985	0.32	3.46	0.868
WBGene00220010	6.28	3.66	0.0175
WBGene00220019	-1.15	3.17	0.573
WBGene00220040	-0.938	4.23	0.637
WBGene00220049	-0.211	2.57	0.907
WBGene00220165	-1.98	1.12	0.417
WBGene00220171	-2.6	3.27	0.208
WBGene00220211	-0.814	1.49	0.745
WBGene00220226	1.49	2.72	0.436
WBGene00220227	-2.9	1.69	0.176
WBGene00220244	2.2	2.16	0.284
WBGene00220246	-1.34	5.05	0.478
WBGene00235102	-0.0677	7.06	0.94
WBGene00235128	-3.09	1.83	0.199
WBGene00235163	-1.12	1.63	0.611
WBGene00235256	-3.97	4.03	0.0543
WBGene00235267	-4.77	3.18	0.0432
WBGene00235284	-2.22	1.25	0.339
WBGene00235325	-4.94	3.33	0.0327
WBGene00235356	-2.69	4.78	0.122
WBGene00235385	0.395	2.69	0.865
WBGene00249808	-4.11	4.81	0.0306
WBGene00249815	-0.797	1.75	0.701
wdfy-2	0.348	7.91	0.512
wdr-23	0.38	8.47	0.416
wdr-5	0.234	8.49	0.627
wdr-5.2	-2.17	1.22	0.361
wdr-5.3	-0.337	7.36	0.707
wee-1.3	-0.135	8.51	0.768
wht-2	0.892	8.76	0.0349
wht-7	1.03	6.89	0.233
wip-1	0.161	6.79	0.859
wnk-1	0.186	8.13	0.798
wrm-1	-0.974	6.29	0.398
wrn-1	1.43	7.26	0.0455
wrt-4	5.49	2.92	0.0298
wrt-5	-3.75	4.06	0.0742
wsp-1	-0.129	7.34	0.851
wts-1	1.65	6.79	0.0919
