	logFC	logCPM	PValue
F07H5.13	-4.32	3.23	0.0392
F07H5.3	4.04	1.68	0.0821
F07H5.5	0.158	6.82	0.86
F08A8.8	4.51	2.06	0.0596
F08B12.1	-2.17	4.18	0.347
F08B4.3	-2.21	1.25	0.361
F08B4.4	-1.28	1.17	0.649
F08B4.7	-0.668	7.67	0.318
F08B6.1	-3.2	3.36	0.132
F08B6.3	-1.3	5.9	0.341
F08C6.2	-1.05	6.79	0.266
F08D12.1	2.5	5.5	0.124
F08F1.4	-2.96	2.24	0.187
F08F3.6	0.691	8.87	0.112
F08F3.9	0.447	1.87	0.858
F08F8.10	1.71	7.1	0.0314
F08F8.2	0.86	7.78	0.132
F08F8.4	0.107	8.02	0.83
F08F8.6	-0.711	2.81	0.708
F08F8.7	-0.416	6.62	0.683
F08F8.9	1.14	7.57	0.122
F08G12.1	0.552	2.22	0.807
F08G12.2	0.287	8.25	0.529
F08G12.3	-0.45	6.58	0.665
F08G12.5	-1.45	4.42	0.475
F08G2.4	-1.23	3.93	0.499
F08G2.7	-1.02	3.45	0.575
F08G5.1	0.359	7.7	0.531
F09A5.4	0.208	7.07	0.806
F09B9.5	-2.04	2.52	0.297
F09C8.2	0.376	5.15	0.818
F09D1.1	0.368	7.42	0.57
F09E5.11	-0.856	7.2	0.271
F09E5.12	-4.54	2.98	0.0725
F09E5.16	-2.41	1.37	0.317
F09E5.2	-0.847	7.52	0.167
F09E5.3	-1.03	6.68	0.285
F09E5.7	1.06	6.99	0.2
F09E5.8	-0.318	5.15	0.846
F09E8.2	0.5	7.32	0.486
F09F7.3	0.852	8.71	0.1
F09F7.4	-1.75	6.31	0.266
F09F7.7	-4.53	3.54	0.0526
F09G2.1	-2.41	4.41	0.278
F09G2.2	0.316	7.75	0.572
F09G2.3	-0.592	3.42	0.754
F09G2.8	-0.713	7.51	0.253
F09G2.9	-0.752	8.93	0.0711
F09G8.3	-0.536	5.36	0.749
F09G8.7	-0.127	2.58	0.977
F10A3.17	-3.4	4.11	0.0953
F10B5.2	-0.604	6	0.641
F10B5.8	1.56	7.83	0.0197
F10C2.4	0.912	7.7	0.134
F10C2.5	-0.802	6.44	0.496
F10C5.2	-0.395	7.2	0.591
F10D11.2	0.53	8.82	0.205
F10D11.6	-6.17	4.47	0.0189
F10D2.10	-5.31	3.66	0.0195
F10D7.2	-3.38	4.82	0.0863
F10D7.3	4.37	1.94	0.0651
F10D7.5	-1.93	6.59	0.193
F10E7.11	3.93	1.63	0.0667
F10E7.2	0.261	5.04	0.879
F10E7.5	-0.157	8.14	0.769
F10E7.6	-0.284	6.27	0.816
F10E9.10	-3.73	2.31	0.127
F10E9.11	-0.367	5.32	0.818
F10E9.2	0.259	2.27	0.912
F10E9.3	0.228	8.06	0.644
F10E9.4	-0.538	7.77	0.343
F10E9.5	0.0409	7.88	0.941
F10E9.7	-1.36	6.46	0.199
F10G2.2	-1.92	1.09	0.416
F10G2.4	-6.95	5.21	0.000967
F10G7.10	0.615	6.13	0.653
F10G7.5	-0.115	6.28	0.923
F10G7.9	-0.253	7.52	0.703
F10G8.6	1.64	6.71	0.125
F10G8.8	-2.21	1.6	0.305
F10G8.9	-0.571	5.6	0.755
F11A10.5	-0.168	8.84	0.734
F11A10.6	2.3	5.88	0.127
F11A10.7	-0.615	6.28	0.624
F11A3.2	-0.356	6.63	0.745
F11A5.9	-2.43	4.46	0.215
F11C1.1	-3.5	4.06	0.0682
F11C1.5	-1.03	6.48	0.502
F11C1.7	0.0526	4.82	0.98
F11D5.1	0.809	4.51	0.729
F11E6.7	0.84	9	0.0536
F11G11.5	-0.603	7.79	0.274
F12A10.8	2.49	6.62	0.0151
F12E12.1	0.329	5.8	0.819
F12E12.11	-1.09	1.07	0.699
F12F6.1	0.237	8.37	0.71
F12F6.7	0.0159	8.54	0.973
F12F6.8	-6.33	5.21	0.00196
F13A2.4	-1.71	0.974	0.491
F13A7.11	-4.51	2.96	0.0749
F13A7.14	-1.39	6.59	0.241
F13B12.1	1.16	8.34	0.00908
F13B12.6	0.574	6.71	0.564
F13B9.1	-0.798	6.66	0.415
F13C5.1	-2.24	5.06	0.237
F13C5.2	-0.502	5.45	0.772
F13C5.5	-2.55	1.46	0.239
F13D12.5	0.425	7.23	0.586
F13D12.6	-1.42	2.57	0.472
F13E6.1	-1.44	5.62	0.322
F13E6.3	-1.26	5.9	0.342
F13E6.5	-1.81	5.51	0.268
F13E9.1	0.418	8.39	0.379
F13E9.11	5.5	3.45	0.0297
F13G3.10	-0.613	6.02	0.639
F13G3.11	-3.35	5.56	0.0544
F13G3.6	-0.699	4.99	0.662
F13G3.7	-0.493	7.66	0.476
F13H10.3	-1.13	8.82	0.0072
F13H10.4	-0.255	8.6	0.551
F13H10.8	-2.59	6.41	0.0236
F13H6.3	-3.44	5.64	0.0455
F13H6.4	-3.27	1.96	0.172
F13H6.5	-4.21	2.7	0.0919
F13H8.2	1.11	7.76	0.0584
F13H8.9	-1.79	3.33	0.42
F14B4.1	4.77	2.32	0.0457
F14B4.2	0.8	9.7	0.0621
F14B4.3	0.78	8.88	0.0628
F14B6.2	-3.3	1.98	0.172
F14B6.3	1.57	2.95	0.496
F14B8.2	-0.271	4.59	0.876
F14D12.1	-0.941	3.34	0.661
F14D2.11	-2.37	5.73	0.11
F14D2.15	0.432	5.73	0.762
F14D7.2	-0.0769	7.72	0.894
F14E5.2	0.274	9.28	0.496
F14F11.1	0.97	6.34	0.487
F14H3.3	-1.67	6.17	0.171
F14H3.4	-0.0555	7.33	0.935
F14H3.5	1.06	6.87	0.246
F14H3.6	-1	9.01	0.0287
F15A4.10	-1.17	4.42	0.497
F15A4.2	-3.48	5.37	0.0551
F15B10.1	-0.145	8.13	0.772
F15B10.3	-4.2	3.71	0.0569
F15B9.10	2.52	5.95	0.139
F15C11.2	0.0616	7.97	0.909
F15D3.4	4.75	2.27	0.05
F15D3.6	0.86	4.1	0.624
F15D3.7	1.19	6.17	0.344
F15D3.8	-1.81	1.02	0.449
F15D4.2	0.822	5.47	0.577
F16A11.1	-0.0297	8.25	0.952
F16A11.2	1.12	7.68	0.108
F16B12.4	-2.47	4.81	0.185
F16B12.6	-0.481	7.32	0.489
F16B4.2	-3.02	1.77	0.168
F16D3.4	0.573	7.79	0.383
F16H11.1	5.23	2.69	0.0366
F16H11.3	-0.585	7.04	0.466
F17A2.13	0.0987	6.81	0.919
F17A9.2	0.287	8.12	0.562
F17A9.3	-2.94	2.11	0.197
F17A9.4	-5.16	4.11	0.0199
F17C11.10	1.06	8.5	0.0147
F17C11.4	-5.47	3.81	0.0214
F17C11.7	0.455	7.98	0.409
F17C8.9	5.13	3.44	0.0462
F17E5.2	-4.25	5.29	0.0346
F17H10.1	1.42	7.23	0.0594
F17H10.3	1.95	4.74	0.392
F18A1.6	1.16	8.16	0.0997
F18A1.7	-0.368	9.81	0.391
F18A1.8	0.212	7.16	0.788
F18A11.2	0.063	2.39	1
F18A11.3	-0.431	3.92	0.82
F18C12.3	0.944	6.93	0.295
F18C12.4	-0.762	1.07	0.756
F18C5.10	-1.11	6.96	0.2
F18F11.5	-3.48	2.11	0.105
F18G5.6	-1.74	2.03	0.395
F18H3.1	0.8	4.66	0.65
F18H3.4	-0.479	6.34	0.757
F19B10.1	1.57	4.54	0.361
F19B10.10	1.23	6.89	0.269
F19B10.2	0.391	6.98	0.64
F19B10.5	1.69	2.23	0.406
F19B6.1	-0.44	8.66	0.307
F19C6.2	-2.93	5.24	0.097
F19C7.3	-3.03	4.86	0.192
F19F10.10	2.17	7.06	0.0274
F19F10.11	1.11	7.54	0.142
F19F10.12	1.35	6.33	0.248
F19F10.9	1.79	8.03	0.000395
F19H6.4	-0.027	6.91	0.977
F20A1.2	-2.81	2.13	0.243
F20A1.9	1.65	7.1	0.0504
F20C5.3	-2.01	4.09	0.313
F20C5.6	-0.0494	4.99	0.981
F20D1.1	-0.00373	7.02	0.998
F20D1.3	1.75	6.95	0.0481
F20D1.9	-1.37	5.09	0.399
F20D12.2	1.64	7.68	0.00746
F20D6.11	6.07	5.42	0.00168
F20G2.2	-0.246	4.96	0.883
F20H11.1	1.09	6.73	0.25
F20H11.4	-3.42	2.07	0.109
F21A10.2	-0.797	7.33	0.305
F21A3.4	-3.68	2.27	0.1
F21A3.5	6.58	4.84	0.00813
F21A9.2	-4.08	2.59	0.101
F21C10.10	-1.57	5.4	0.3
F21D5.1	0.0796	9.31	0.856
F21D5.2	0.0136	9.08	0.976
F21D5.3	-4.18	2.68	0.0937
F21D5.4	-1.35	5.33	0.385
F21D5.5	-0.593	6.76	0.545
F21D5.6	-0.427	8.04	0.384
F21D5.7	0.0139	8.51	0.976
F21D5.8	-3.1	5.06	0.104
F21F3.4	-1.49	4.78	0.52
F21F3.6	-0.0803	8.63	0.855
F21F3.7	-0.207	6.99	0.798
F21F8.11	4.37	1.94	0.0652
F21G4.1	3.94	1.61	0.089
F21G4.4	-0.245	5.84	0.857
F21G4.6	-2.25	4.65	0.253
F21H12.1	-0.0458	7.8	0.936
F21H12.6	0.351	8.61	0.458
F22B3.4	0.996	5.31	0.63
F22B5.10	-0.433	8.25	0.442
F22B5.6	-1.63	0.932	0.541
F22B7.9	3.4	5.17	0.107
F22B7.t3	3.57	1.38	0.112
F22B8.7	0.781	4.12	0.703
F22D3.2	-0.0566	6.88	0.972
F22D3.6	-6	5.32	0.00265
F22D6.15	-2.37	1.35	0.317
F22D6.2	-0.645	9.71	0.114
F22D6.8	-0.341	1.93	0.926
F22D6.9	2.98	5.75	0.0936
F22E5.1	7.56	4.92	0.00415
F22E5.17	1.71	8.11	0.00107
F22E5.20	3.85	1.97	0.103
F22E5.9	-0.429	4.98	0.791
F22F7.1	0.984	6.67	0.303
F22F7.4	-3.68	2.27	0.133
F22F7.7	-6.14	4.44	0.00547
F22G12.4	0.972	5.33	0.558
F22G12.5	-2.06	6.2	0.0888
F23A7.1	-2.24	1.27	0.362
F23A7.4	0.3	7.58	0.692
F23A7.8	0.349	8.12	0.614
F23B12.4	-1.94	2.93	0.335
F23B12.5	0.555	8.66	0.215
F23B12.7	1.16	8.35	0.024
F23C8.5	0.369	6.2	0.752
F23C8.6	0.516	6.64	0.601
F23C8.8	-2.64	1.52	0.268
F23C8.9	0.38	6.25	0.739
F23D12.10	-4.11	2.62	0.0991
F23D12.2	0.735	6.65	0.503
F23D12.4	-1.07	3.12	0.64
F23F1.10	-0.55	5.12	0.735
F23F1.5	0.378	7.55	0.543
F23F1.7	4.37	1.94	0.0652
F23F1.9	0.583	7.35	0.382
F23H11.2	0.644	7.5	0.315
F23H11.3	0.543	7.75	0.375
F23H11.4	0.00811	6.87	0.994
F23H11.5	-0.147	6.49	0.892
F23H12.3	-2.4	1.83	0.283
F25B3.6	-0.0574	9.26	0.887
F25B4.1	-0.79	6.49	0.449
F25B4.2	1.97	7.37	0.0047
F25B4.4	-3.01	3.75	0.125
F25B4.5	0.806	7.68	0.165
F25B4.6	-3.93	3.01	0.0661
F25B4.7	0.276	7.86	0.611
F25B5.2	-0.325	7.31	0.64
F25B5.3	0.0253	8.5	0.955
F25B5.5	-0.395	4.88	0.805
F25B5.6	0.945	8.8	0.0501
F25D7.4	2.15	5.49	0.172
F25E5.1	1.58	6.44	0.159
F25E5.5	-0.751	3.94	0.725
F25F8.1	-4.08	2.59	0.101
F25G6.8	-0.312	6.99	0.717
F25G6.9	1.32	7.83	0.0299
F25H2.12	2.54	5.41	0.125
F25H2.15	-2.28	1.29	0.337
F25H2.2	0.0719	6.16	0.953
F25H2.4	-0.762	7.27	0.286
F25H2.5	0.604	10.2	0.156
F25H2.6	0.516	8.3	0.346
F25H2.7	-1.44	6.29	0.24
F25H5.10	-1.99	1.12	0.404
F25H5.5	1.07	7.82	0.0627
F25H5.6	-0.68	5.72	0.639
F25H8.1	0.749	8.75	0.0966
F25H8.2	0.787	8.1	0.109
F25H9.2	-0.264	6.05	0.876
F25H9.6	0.259	6.71	0.784
F25H9.7	-1.78	5.57	0.238
F26A1.1	-0.499	7.98	0.324
F26A1.13	3.09	4.23	0.146
F26A3.1	0.862	5.59	0.552
F26A3.7	-0.0506	6.23	0.969
F26B1.2	1.39	9.29	0.00072
F26D10.11	-3.63	2.23	0.136
F26D11.1	-2.84	3.47	0.17
F26D2.15	-2.91	1.7	0.223
F26E4.12	0.0487	5.61	0.979
F26E4.4	1.34	8.38	0.00291
F26E4.6	-0.159	6.5	0.886
F26E4.7	-5.99	4.29	0.00845
F26F2.7	1.32	5.91	0.312
F26F4.12	-0.591	6.21	0.62
F26F4.5	0.0787	8.18	0.878
F26F4.6	-0.431	7.35	0.534
F26F4.8	-3.85	2.4	0.0742
F26F4.9	-0.143	7.38	0.829
F26G1.1	0.641	7.94	0.323
F26G5.1	1.47	7.11	0.06
F26H11.4	5.06	2.53	0.0415
F26H11.6	0.279	6.96	0.748
F26H9.2	2.42	6.79	0.0124
F26H9.4	-1.64	5.72	0.267
F26H9.5	0.367	5.15	0.817
F27B3.6	-1.86	4.03	0.312
F27B3.7	2.74	3.87	0.218
F27C1.2	-1.12	7.97	0.0324
F27C1.4	0.599	3.78	0.749
F27C1.6	0.854	7.9	0.139
F27C8.6	0.38	10.4	0.344
F27D4.1	0.823	7.26	0.24
F27D4.4	-0.0392	8.47	0.932
F27D4.6	2.78	3.48	0.217
F27D4.7	-4.75	5.7	0.00355
F27D4.8	-0.499	5.29	0.764
F28B12.1	-1.63	0.932	0.541
F28B3.10	-2.13	4.11	0.294
F28B3.4	-0.43	5.62	0.779
F28B3.5	0.661	8.97	0.145
F28B3.6	-1.77	6.49	0.102
F28C1.1	0.317	6.8	0.733
F28C1.3	-1.04	7.24	0.155
F28C10.3	-0.104	6.39	0.949
F28C6.1	0.877	5.32	0.686
F28C6.2	0.366	6.81	0.786
F28C6.4	0.857	5.84	0.516
F28C6.8	0.233	6.92	0.805
F28D1.1	1.39	7.02	0.13
F28D1.2	-0.0876	5.42	0.961
F28D9.4	-1.6	4.01	0.413
F28F8.10	-0.549	1.75	0.833
F28F8.5	-0.351	6.5	0.731
F28F8.7	-2.24	1.27	0.362
F28F8.9	2.3	3.46	0.228
F28H1.1	-2.56	5.4	0.162
F28H6.4	-0.0451	6.64	0.972
F28H6.6	-0.613	5.67	0.679
F28H7.4	-1.22	3.65	0.561
F29A7.6	-1.22	4.22	0.505
F29B9.10	0.0166	3.22	1
F29B9.11	-1.26	5.74	0.362
F29B9.2	1.28	7.85	0.0357
F29C12.4	2.24	7.25	0.0024
F29C4.2	-0.435	5.74	0.758
F29C4.7	1.12	7.76	0.062
F29C6.1	-1.52	1.3	0.567
F29D10.3	-4.64	3.07	0.0686
F29G9.2	0.611	8.79	0.187
F30A10.1	-0.216	5.49	0.884
F30A10.15	-1.63	4.59	0.411
F30A10.3	-0.477	8.12	0.339
F30A10.9	0.51	4.42	0.768
F30B5.4	0.668	7.46	0.299
F30F8.1	1.7	8.92	6.29e-05
F30F8.10	-1.82	4.47	0.365
F30F8.3	0.17	8.31	0.717
F30F8.5	-1.1	6.55	0.282
F30F8.9	-0.729	7.38	0.299
F31A3.5	0.0415	6.06	0.976
F31A9.2	-2.77	1.6	0.244
F31B9.3	-3.59	4.69	0.0696
F31C3.2	0.813	7.66	0.238
F31C3.3	0.866	7.16	0.249
F31C3.4	-0.898	8.56	0.0392
F31C3.5	-0.562	2.23	0.785
F31D4.2	-1.23	6.37	0.355
F31D4.9	-2.2	5.32	0.163
F31E3.2	-5.15	3.52	0.0482
F31E3.4	-0.411	7.95	0.425
F31E8.4	-5.37	5.68	0.00222
F31F6.1	4.91	2.41	0.0451
F31F6.2	0.0759	6.31	0.952
F32A11.1	-0.0702	7.26	0.924
F32A5.3	-4.47	2.92	0.0589
F32A5.8	5.35	2.79	0.0334
F32A5.9	0.0788	3.2	0.987
F32A7.4	0.925	8.46	0.0411
F32A7.5	4.57	2.11	0.0563
F32B5.6	-5.95	4.73	0.00551
F32B5.7	-1.93	1.88	0.438
F32B6.2	1.52	7.91	0.00654
F32B6.3	-0.153	7.05	0.846
F32B6.9	1.3	4.31	0.464
F32D1.11	-3.31	1.98	0.152
F32D1.2	-0.803	5.42	0.601
F32D1.5	0.978	8.79	0.0218
F32D1.6	-0.914	7.22	0.206
F32D1.7	0.888	7.81	0.12
F32D8.12	2.72	4.8	0.153
F32D8.14	0.435	8.77	0.362
F32D8.4	-1.62	6.12	0.199
F32D8.5	0.391	7.77	0.492
F32E10.2	-0.458	6.79	0.623
F32E10.5	-2.09	6.56	0.162
F32E10.6	0.0349	8.62	0.937
F32E10.9	3.86	1.97	0.103
F32H2.10	-0.634	5.54	0.668
F33A8.10	-1.88	4.55	0.287
F33A8.4	-0.238	7.89	0.652
F33A8.6	-3.78	3.09	0.0594
F33D11.10	0.144	8.73	0.734
F33D11.12	-1.15	8.18	0.0148
F33D11.8	-3.01	1.77	0.207
F33D11.9	-0.554	8.5	0.224
F33D4.4	0.214	8.14	0.703
F33D4.5	-0.0401	7.75	0.945
F33D4.7	-1.17	5.94	0.389
F33D4.8	-0.649	6.02	0.604
F33E11.2	0.839	7.43	0.313
F33E11.3	-0.632	6.28	0.584
F33E11.6	0.601	5.36	0.691
F33E2.5	0.811	5.69	0.575
F33G12.2	0.311	7.44	0.651
F33G12.3	0.514	6.93	0.543
F33G12.5	0.125	7.7	0.828
F33G12.6	-1.65	4.36	0.398
F33G12.7	-1.74	3.73	0.338
F33H1.3	0.679	7.02	0.393
F33H1.4	-0.194	7.11	0.877
F33H2.2	1.11	8.27	0.113
F33H2.3	0.25	6.39	0.817
F33H2.5	1.3	7.51	0.0458
F33H2.6	0.278	6.53	0.8
F34D10.2	-1.51	7.06	0.0997
F34D10.3	-4.04	3.11	0.0602
F34D10.4	0.201	7.04	0.807
F34H10.3	-5.4	4.21	0.0123
F35C11.5	-0.349	8.36	0.444
F35C5.1	-1.9	1.07	0.452
F35D11.3	0.3	4.59	0.894
F35D11.4	-1.6	4.4	0.417
F35D11.5	-0.18	5.87	0.899
F35D2.3	-4.97	4.35	0.0209
F35E2.2	-4.64	3.07	0.0479
F35E2.9	-1.81	1.02	0.45
F35F10.1	5.19	2.65	0.0371
F35F11.1	0.684	6.93	0.424
F35G12.11	-0.479	7.12	0.543
F35G12.12	0.531	8.41	0.241
F35G12.2	-0.0485	8.73	0.908
F35G12.4	-0.174	6.95	0.856
F35G12.5	-0.387	4.89	0.83
F35G12.7	-0.809	6.29	0.473
F35G2.1	0.258	9.16	0.568
F35G2.2	-1.25	5.8	0.371
F35G2.3	-0.461	4.86	0.83
F35H10.10	2.9	5.77	0.161
F35H10.5	-0.862	4.22	0.624
F35H10.6	-0.113	6.27	0.926
F35H10.7	-0.22	7.2	0.775
F35H12.4	2.34	7.02	0.0122
F35H12.5	0.935	5.06	0.642
F35H8.4	-4.54	2.98	0.0377
F36A2.13	-0.0831	8.91	0.845
F36A2.2	-0.115	6.81	0.904
F36A2.3	-0.0968	2.6	0.977
F36A2.7	0.138	6.96	0.875
F36A2.9	-0.274	8.3	0.568
F36D1.1	1.24	3.84	0.553
F36D1.9	0.167	3.09	0.955
F36D3.1	-0.00883	6.17	0.997
F36D4.2	-2.31	5.24	0.216
F36D4.5	-0.00116	8.54	0.999
F36F2.7	-0.00698	2.36	1
F36G3.1	-5.51	3.85	0.0135
F36G3.2	0.932	5.34	0.617
F36H12.2	-0.559	4.89	0.74
F36H2.2	-0.0507	9.05	0.909
F37A4.1	0.891	8.47	0.041
F37A4.2	-0.409	7.63	0.511
F37A4.3	-0.638	2.05	0.754
F37B12.12	-1.72	1.87	0.393
F37B12.3	-0.0842	8.33	0.857
F37B4.10	1.78	6.33	0.208
F37C12.1	-0.807	6.68	0.476
F37C12.3	-0.558	7.32	0.435
F37C4.5	2.43	6.41	0.0688
F37D6.2	0.318	8.31	0.536
F37F2.2	-0.733	4.06	0.675
F37H8.3	-4.33	2.81	0.0563
F37H8.5	5.01	2.49	0.0417
F38A1.8	-2.65	4.71	0.146
F38A5.1	0.733	7.75	0.21
F38A5.2	0.391	7.75	0.497
F38A5.7	-1.66	5.84	0.337
F38B2.4	-2.95	3.16	0.147
F38B7.3	1.02	6.4	0.409
F38E1.9	-1.2	7.15	0.13
F38E11.5	-1.4	6.41	0.191
F38E11.6	-2.01	1.13	0.397
F38E11.9	-5.22	3.58	0.0462
F38E9.1	0.469	4.35	0.841
F38E9.5	3.06	6.01	0.0234
F38H4.10	-0.247	7.45	0.708
F39B2.1	-0.219	7.93	0.705
F39B2.3	-1.24	5.73	0.405
F39B2.5	-0.368	6.02	0.781
F39B2.7	-4.81	3.21	0.0278
F39B2.8	-2.06	1.17	0.386
F39B3.2	4.13	1.75	0.08
F39C12.1	0.537	6.28	0.673
F39D8.3	-4.57	3.01	0.0463
F39F10.2	-2.35	1.33	0.316
F39F10.3	-0.146	4.63	0.942
F39G3.3	1.98	6.52	0.0553
F39G3.5	-3.47	2.1	0.119
F39H11.1	-0.649	7.9	0.222
F39H12.1	0.203	5.23	0.913
F39H2.3	-1.14	7.82	0.0364
F40A3.3	0.134	6.82	0.886
F40B5.2	1.49	5.58	0.429
F40E10.6	-0.108	5.92	0.951
F40E3.2	-0.619	6	0.661
F40F11.2	-0.718	7.34	0.288
F40F11.3	-0.157	5.84	0.906
F40F4.7	-0.596	7.43	0.375
F40F8.1	0.294	8.14	0.572
F40F8.11	1.03	8.2	0.0441
F40F8.12	-0.848	1.83	0.706
F40F8.3	2.14	1.85	0.334
F40F9.7	-0.238	7.93	0.705
F40G12.11	-1.23	7.53	0.0495
F40G9.17	4.39	2.01	0.0596
F40G9.18	-3.08	1.82	0.2
F40G9.2	-0.381	3.96	0.847
F40H3.1	-0.0432	6.47	0.969
F40H3.6	-0.393	3.43	0.858
F40H6.6	-3.23	1.93	0.178
F41B4.3	-3.06	1.81	0.153
F41C3.4	-1.35	6.77	0.159
F41E6.9	1.3	6.54	0.216
F41G3.6	-0.0131	8.05	0.981
F41H10.3	-0.068	7.59	0.912
F41H10.4	0.968	7.22	0.198
F42A10.5	-0.514	8.6	0.229
F42A10.9	-0.346	2.8	0.862
F42A6.6	0.316	5.35	0.848
F42A8.3	-0.441	8.37	0.36
F42A9.6	-0.0741	6.67	0.948
F42A9.8	-1.74	5.48	0.24
F42C5.9	1.06	3.71	0.648
F42F12.3	-0.0153	3.56	1
F42F12.4	-3.81	2.91	0.0744
F42G2.6	0.367	3.26	0.874
F42G4.2	-2.86	1.67	0.212
F42G8.10	-0.715	6.78	0.448
F42G8.7	1.13	4.38	0.59
F42G9.1	-0.0244	6.79	0.981
F42G9.6	0.11	8.07	0.934
F42H10.2	-2.31	5.04	0.161
F42H10.3	-2.92	4.87	0.1
F42H10.6	-1.7	2.23	0.415
F43C1.1	-2.14	1.21	0.387
F43C1.3	-1.15	5.83	0.397
F43C1.6	-3.5	5.5	0.0342
F43C11.6	-3.98	2.51	0.109
F43C11.9	0.725	6.52	0.476
F43D2.1	-0.5	7.86	0.397
F43D2.2	-0.74	6.41	0.635
F43D9.1	-1.99	3.31	0.281
F43D9.3	-1.24	2.14	0.599
F43E2.1	-5.78	4.1	0.0129
F43E2.7	-0.102	8.1	0.844
F43G6.10	-0.647	5.15	0.694
F43G6.7	0.175	5.28	0.918
F43G6.8	-2.81	3.99	0.165
F43G9.1	0.723	8.14	0.126
F43G9.12	-0.392	7.3	0.644
F43G9.13	-1.9	5.81	0.167
F43G9.16	-1.83	1.04	0.451
F43G9.2	-0.859	7.28	0.218
F43G9.3	1.8	5.65	0.208
F43G9.4	-0.612	6.56	0.557
F43H9.3	1.36	7.43	0.101
F44A2.5	-2.61	1.5	0.269
F44A6.4	-1.81	3.91	0.353
F44B9.2	-2.71	2.24	0.168
F44B9.5	-0.806	7.17	0.436
F44B9.8	-0.435	8.34	0.335
F44D12.1	4.38	6.65	0.0324
F44E2.10	-1.36	7.16	0.0807
F44E2.3	0.35	6.58	0.746
F44E2.6	-2.31	4.6	0.22
F44E2.7	-0.252	7.65	0.679
F44E2.8	0.369	8.2	0.433
F44E2.9	-3.15	3.5	0.103
F44E5.1	-0.0625	5.63	0.966
F44E7.2	-0.707	7.64	0.242
F44E7.4	0.505	8.53	0.303
F44E7.5	-0.0441	7.22	0.953
F44E7.9	-1.29	6.28	0.256
F44F4.1	-0.729	2.93	0.694
F44G3.2	5.35	2.79	0.0334
F44G4.1	0.427	8	0.458
F44G4.2	-0.33	7.33	0.662
F44G4.3	-0.621	5.49	0.671
F45C12.15	-0.632	6.49	0.571
F45E10.2	-6.32	4.61	0.00544
F45E12.5	-0.159	6.24	0.893
F45F2.10	0.594	8.44	0.197
F45F2.11	1.04	8.18	0.0404
F45F2.9	-0.418	3.5	0.848
F45G2.10	0.234	5.68	0.881
F45G2.2	-2.07	1.17	0.372
F45G2.4	1.17	7.74	0.0397
F45G2.7	0.986	3.74	0.592
F45G2.8	0.133	5.5	0.929
F45G2.9	-0.748	2.17	0.736
F45H10.2	-0.987	5.48	0.505
F45H10.3	-0.697	4.98	0.668
F45H11.3	0.231	8.03	0.653
F45H11.5	-1.03	5.68	0.479
F45H11.8	-1.97	4.48	0.267
F46B6.12	-0.581	6.33	0.616
F46B6.4	0.334	6.56	0.742
F46B6.5	0.367	8.33	0.432
F46B6.6	-0.568	7	0.486
F46C5.9	0.561	8.04	0.253
F46E10.2	-3.63	2.23	0.125
F46F11.1	-0.289	6.79	0.796
F46F11.10	0.894	6.43	0.416
F46F11.6	0.602	8.44	0.172
F46F11.7	-2.19	4.79	0.196
F46F11.8	0.19	9.03	0.65
F46F11.9	0.186	7.23	0.796
F46H5.2	-0.606	7.8	0.525
F46H5.3	1.95	8.36	4.51e-05
F46H5.4	-1.2	5.75	0.394
F46H5.7	5.15	2.66	0.0347
F47A4.5	0.729	7.03	0.359
F47B10.1	-0.0469	7.46	0.943
F47B10.9	-0.975	5.85	0.495
F47B7.2	1.44	6.98	0.0832
F47B8.2	-4.77	3.18	0.0624
F47B8.3	-1.99	3.36	0.389
F47D12.3	-1.45	1.77	0.494
F47D12.5	-4.45	2.91	0.0782
F47D12.6	-2.81	1.63	0.202
F47D12.9	0.473	9.04	0.255
F47G3.3	-0.589	6.52	0.577
F47G4.2	0.721	6.89	0.416
F47G4.4	2.08	5.46	0.17
F47G9.1	-0.796	8.17	0.0928
F48A11.4	-0.365	8.12	0.445
F48B9.8	1.09	6	0.442
F48C1.5	-2.1	5.44	0.165
F48C1.6	-1.23	4.42	0.541
F48E3.3	-1.96	7.28	0.0115
F48E3.6	-2.46	5.76	0.165
F48E8.2	-0.63	6.54	0.535
F48E8.3	0.593	7.46	0.345
F48E8.4	1.55	1.96	0.44
F48E8.6	-0.181	7.8	0.768
F48F7.3	-0.0576	1.68	1
F48F7.6	-0.0529	6.79	0.959
F48G7.4	-5.32	3.68	0.0432
F49C12.10	-4.54	3.96	0.0342
F49C12.11	-0.351	7.44	0.628
F49C12.12	-0.557	6.83	0.543
F49C12.9	1.12	8.89	0.0088
F49D11.10	1.8	5.23	0.342
F49E11.2	-5.56	3.9	0.0315
F49E12.6	1.17	5.68	0.444
F49E8.1	0.2	8.41	0.649
F49E8.2	0.641	9.29	0.112
F49E8.6	-0.798	4.07	0.705
F49E8.7	1.41	8.83	0.00094
F49H12.5	-4.41	2.87	0.0541
F52A8.1	-1.04	8.23	0.0331
F52A8.5	0.7	7.38	0.345
F52A8.6	1.45	8.3	0.00162
F52B11.1	0.263	8.02	0.626
F52B11.2	-0.255	6.5	0.803
F52B11.5	-4.57	3.01	0.0719
F52B5.2	-0.591	8.36	0.252
F52B5.3	-0.0987	8.23	0.835
F52B5.7	2.39	7.07	0.00473
F52C12.1	1.29	5.1	0.421
F52C12.2	1.31	6.21	0.333
