	logFC	logCPM	PValue
gta-1	3.5	1.98	0.183
gut-2	0.0257	6.87	0.982
gyg-1	-2.84	4.07	0.255
gyg-2	0.294	8.66	0.557
H01M10.1	-0.352	5.69	0.822
H02I12.5	-0.0825	7.36	0.92
H03A11.1	-3.21	3.31	0.199
H04D03.1	0.372	6.03	0.857
H04D03.2	0.192	6.44	0.879
H04D03.6	-0.34	2.14	0.924
H04M03.3	-0.443	7.3	0.602
H05C05.1	-0.827	2.33	0.721
H05C05.2	-0.459	6.7	0.696
H05C05.4	-3.24	1.97	0.194
H05L14.2	2.09	5.54	0.283
H06H21.11	1.2	5.77	0.43
H06I04.1	1.37	5.2	0.446
H06I04.3	-2.96	7.23	0.00207
H06I04.6	-4.05	2.56	0.116
H06O01.2	-0.659	8.33	0.418
H12D21.10	-3.26	1.97	0.192
H12D21.7	1.02	6.18	0.46
H13N06.2	-2.67	1.58	0.282
H13N06.4	2.01	5.93	0.359
H14A12.3	-0.101	8.8	0.854
H14A12.5	2.82	2.82	0.243
H14E04.2	1.01	7.27	0.318
H17B01.1	-4.93	4.51	0.0281
H17B01.4	-0.688	7.37	0.438
H18N23.2	1.05	5.12	0.554
H19N07.1	0.609	9.11	0.221
H19N07.3	0.34	4.72	0.877
H20J04.2	-0.424	8.42	0.431
H20J04.3	3.43	2.41	0.144
H20J04.4	-1.42	3.19	0.528
H20J04.6	1.82	5.22	0.434
H20J04.9	-1.6	3.73	0.414
H21P03.2	0.944	7.32	0.275
H24G06.1	-1.61	5.8	0.388
H24K24.2	4.88	3.08	0.0764
H24K24.3	0.639	7.65	0.392
H24K24.4	2.76	4.21	0.21
H25P06.1	0.325	7.21	0.725
H25P19.1	0.651	6.45	0.595
H27A22.1	-0.366	7.35	0.653
H27M09.1	-0.216	7.01	0.826
H28G03.1	0.143	7.12	0.874
H28G03.2	-0.234	6.38	0.871
H28O16.1	0.127	10.4	0.784
H28O16.2	0.214	7.45	0.803
H31G24.3	-1.21	5.23	0.547
H34C03.2	-0.376	7.72	0.619
H35B03.2	-0.0538	7.2	0.954
H37N21.1	-2.88	2.81	0.248
H40L08.1	-0.00583	7.22	0.996
H43I07.1	-0.868	4.87	0.662
H43I07.2	0.975	7.04	0.3
H43I07.3	-0.0551	6.05	0.97
haf-1	0.181	5.84	0.911
haf-2	0.0609	7.34	0.945
haf-3	1.08	8.14	0.0566
haf-4	0.591	2.4	0.772
haf-6	3.81	6.61	0.0221
haf-7	-3.4	2.06	0.179
ham-1	4.69	5.64	0.0512
hap-1	2.35	5.11	0.202
har-1	1.2	6.84	0.297
hars-1	-0.603	7.42	0.568
hbl-1	-0.577	4.73	0.792
hcf-1	-0.0952	8.81	0.848
hcp-1	0.354	8.11	0.545
hcp-2	0.114	8.6	0.827
hcp-3	-0.173	7.11	0.851
hcp-4	-0.191	7.54	0.796
hcp-6	-0.418	8.35	0.438
hda-1	0.752	9.03	0.172
hda-2	0.688	7.61	0.367
hda-3	0.178	7.79	0.806
hda-4	3.49	4.57	0.142
hda-6	-0.0823	5.9	0.959
hdac-6	0.187	9.02	0.722
hecd-1	0.753	6.26	0.614
hel-1	-0.0748	9.08	0.877
hex-2	4.41	2.7	0.0969
hex-3	2.23	4.27	0.345
hex-4	-0.142	6.24	0.914
hgrs-1	0.162	9.16	0.744
hid-1	-1.08	3.35	0.641
hif-1	1.08	6.8	0.321
hil-2	0.0771	6.76	0.948
hil-3	-3.52	2.15	0.166
hil-4	-0.326	9.91	0.518
hil-5	-0.199	9.65	0.676
him-1	0.331	8.38	0.623
him-10	0.497	7.99	0.413
him-14	2.52	5.96	0.165
him-17	-0.344	8.35	0.525
him-18	-0.037	7.89	0.963
him-19	-0.914	5.72	0.629
him-3	0.466	7.77	0.5
him-5	-0.166	7.31	0.849
him-6	1.04	6.95	0.377
him-8	0.185	7.71	0.797
hint-1	0.783	5.99	0.58
hint-3	-1.11	2.35	0.652
hip-1	1.69	6.51	0.177
hipr-1	-0.0568	6.29	0.97
his-1	-3.5	3.02	0.146
his-18	-3.11	1.88	0.176
his-31	-2.18	1.73	0.344
his-32	0.264	5.05	0.896
his-35	1.56	3.19	0.464
his-37	0.279	5.69	0.858
his-38	-2.55	1.52	0.291
his-4	-3.55	2.69	0.134
his-40	2.86	2.86	0.206
his-41	-0.719	3.69	0.763
his-45	-2.38	2.17	0.307
his-47	-0.347	2.13	0.921
his-48	-0.955	3.7	0.646
his-59	-0.348	5.53	0.859
his-60	0.491	6.61	0.692
his-61	-0.0691	4.62	0.983
his-62	0.96	4.97	0.594
his-63	-1.64	2.68	0.453
his-64	0.446	3.81	0.825
his-67	-0.878	4.82	0.636
his-68	-0.534	6.91	0.601
his-71	-1.68	1.99	0.471
his-72	0.0576	7.65	0.944
his-74	0.377	7.25	0.658
hke-4.1	0.595	7.5	0.435
hke-4.2	0.207	6.61	0.868
hlb-1	1.72	5.32	0.392
hlh-11	-4.45	2.91	0.0864
hlh-14	-0.816	2.05	0.772
hlh-2	-0.932	7.85	0.172
hlh-3	-0.529	2.97	0.833
hlh-30	-0.853	5.82	0.59
hlh-6	3.96	2.32	0.137
hmbx-1	-1.19	4.45	0.574
hmg-1.1	0.396	8.76	0.48
hmg-1.2	-0.0354	8.13	0.954
hmg-12	0.793	8.69	0.121
hmg-3	0.168	9.3	0.728
hmg-4	0.147	9.32	0.766
hmg-5	0.389	6.54	0.738
hmp-1	-0.612	7.43	0.471
hmp-2	-1.07	7.91	0.116
hmr-1	-0.309	7.79	0.698
hmt-1	-0.35	6.7	0.774
hnd-1	-3.26	1.97	0.193
hoe-1	-0.14	8.42	0.794
hop-1	0.665	7.43	0.431
hpk-1	-0.813	7.65	0.262
hpl-1	-1.53	5.33	0.43
hpl-2	0.725	6.34	0.575
hpr-17	0.69	8.09	0.256
hpr-9	1.93	6.09	0.243
hrdl-1	0.11	9.25	0.816
hrg-1	-6.42	4.68	0.00708
hrp-1	0.522	6.63	0.656
hrp-2	0.1	7.09	0.922
hrpf-1	0.614	8.22	0.308
hrpf-2	0.185	8.07	0.771
hsb-1	-0.00942	6.82	0.995
hse-5	0.206	7.9	0.747
hsf-1	0.16	7.95	0.803
hsp-1	0.624	8.96	0.219
hsp-12.2	1.55	2.01	0.459
hsp-3	-1.51	8.48	0.00747
hsp-4	0.21	9.58	0.657
hsp-6	0.29	7.81	0.679
hsp-60	0.648	9.25	0.176
hsr-9	0.135	9.46	0.782
hst-1	0.505	8.07	0.45
hst-2	0.514	6.56	0.665
hst-6	2	6.96	0.146
htp-1	0.726	7.63	0.332
htp-2	-0.713	5.69	0.655
htp-3	0.566	7.42	0.519
htz-1	0.203	8.83	0.697
hum-1	0.448	6.61	0.731
hum-2	0.626	7.59	0.407
hum-7	-2.28	1.37	0.365
hus-1	0.727	6.05	0.61
hut-1	0.877	7.18	0.326
hyl-1	0.551	8.59	0.306
hyl-2	0.385	6.05	0.805
hyls-1	0.561	7.72	0.48
iars-1	-1.6	6.94	0.145
iars-2	-1.81	6.26	0.199
icd-1	0.253	8.4	0.656
icl-1	0.36	7.43	0.665
icp-1	-0.34	7.36	0.679
ida-1	6.09	4.2	0.0309
idh-1	0.461	8.86	0.347
idh-2	-0.423	6.34	0.738
idi-1	0.365	7.06	0.7
ife-1	-0.361	6.3	0.776
ife-2	0.358	5.98	0.807
ife-3	0.52	7.29	0.538
ife-4	1.57	4.37	0.469
ife-5	0.678	2.39	0.781
iff-1	-0.767	6.43	0.529
iff-2	1.36	2.14	0.566
iffb-1	-0.598	6.33	0.656
ifg-1	-0.131	7.29	0.88
ifta-1	-0.242	3.78	0.92
iftb-1	0.228	7.76	0.754
ify-1	-0.0359	9.5	0.943
igcm-1	5.51	3.66	0.0468
igcm-3	-3.23	5.19	0.0837
ikke-1	-0.285	8.64	0.587
ile-1	0.3	8.52	0.558
ile-2	-0.497	6.02	0.745
ima-1	0.0138	8.27	0.983
ima-2	0.241	9.82	0.604
ima-3	0.471	8.34	0.441
imb-1	0.55	8.11	0.363
imb-2	-1.18	7.94	0.0651
imb-3	0.148	9.11	0.801
immp-2	-2.37	3.34	0.274
immt-1	0.000985	6.77	1
immt-2	-1.29	7.38	0.139
imp-1	-0.434	9.53	0.354
imp-2	0.266	9.27	0.586
imp-3	-1.04	8.22	0.0628
ina-1	0.966	7.76	0.164
inf-1	0.141	9.42	0.767
inft-2	-1.01	7.39	0.206
ing-3	0.654	7.11	0.515
ins-34	-3.55	2.19	0.123
inx-10	-0.688	5.08	0.741
inx-11	-1.74	4.26	0.397
inx-12	1.04	6.12	0.595
inx-13	-1.54	4.75	0.47
inx-14	0.211	8.85	0.66
inx-19	-4.2	2.68	0.106
inx-2	-0.19	7.28	0.823
inx-21	-0.896	7.16	0.364
inx-22	-0.443	8.36	0.41
inx-3	-1.09	7.5	0.201
inx-7	-0.00652	8.26	0.992
ipla-1	0.296	6.64	0.821
ire-1	-0.471	8.1	0.459
irk-3	-6.82	5.07	0.0129
islo-1	-5.52	4.83	0.0393
isp-1	0.579	8.17	0.341
ist-1	-1.44	4.1	0.564
isw-1	0.128	8.65	0.798
itsn-1	-1.58	5.12	0.392
ivd-1	0.594	7.98	0.368
jac-1	1.55	5.85	0.301
jamp-1	-0.0684	7.44	0.932
JC8.2	-0.575	7.86	0.409
JC8.4	0.486	2.39	0.859
JC8.5	2.97	5.59	0.0793
JC8.7	0.398	6.66	0.721
jip-1	-4.84	4.76	0.0545
jmjd-2	-0.081	6.71	0.945
jtr-1	0.825	6.35	0.544
jun-1	0.0527	4.17	0.983
K01A11.2	-0.487	2.15	0.858
K01A2.10	-0.667	2.68	0.781
K01A2.5	-1.05	3.33	0.663
K01A6.6	-2.28	1.37	0.365
K01C8.6	-0.472	5.55	0.777
K01C8.7	-1.34	6.76	0.31
K01D12.6	0.525	8.9	0.276
K01G12.3	1.73	6.96	0.112
K01G5.10	-2.77	2.45	0.237
K01G5.3	-2.95	1.76	0.239
K01G5.5	0.0555	9.1	0.909
K01G5.8	-0.175	5.38	0.918
K01G5.9	-0.438	7.21	0.634
K02A6.3	4.03	5.02	0.111
K02B12.2	0.522	6.75	0.642
K02B12.5	0.123	7.67	0.861
K02B12.7	-0.333	6.88	0.742
K02B2.1	0.799	8.65	0.117
K02B2.3	0.981	7.84	0.15
K02B7.3	-2.44	1.89	0.273
K02C4.3	0.216	9.13	0.652
K02D10.1	-0.275	6.21	0.877
K02D10.4	-3.19	4.83	0.189
K02E10.1	2.43	3.18	0.333
K02F3.12	-0.416	6.51	0.758
K02F6.7	-1.52	6.89	0.139
K02G10.1	-1.04	5.32	0.565
K03A1.2	1.06	6.9	0.375
K03A11.1	0.971	4.57	0.658
K03B4.1	1.52	6.9	0.142
K03B4.2	0.155	7.87	0.825
K03E6.7	-2.28	3.09	0.299
K03H1.13	-0.625	5.48	0.699
K03H1.7	0.843	4.87	0.651
K03H4.2	1.86	2.49	0.44
K04B12.2	-0.527	4.3	0.797
K04C1.2	-1.03	6.49	0.452
K04C1.3	-0.174	6.01	0.906
K04C2.2	1.32	6.81	0.401
K04C2.3	-0.415	7.09	0.662
K04C2.8	3.58	2.03	0.177
K04D7.4	-5.55	3.87	0.044
K04F10.1	1.08	3.71	0.659
K04F10.3	0.228	8.8	0.672
K04F10.7	-0.259	8.58	0.613
K04G2.10	0.717	7.07	0.481
K04G2.11	-0.0155	2.92	1
K04G2.6	-0.5	7.71	0.515
K04G7.1	0.36	8.64	0.49
K04G7.11	-0.464	7.18	0.614
K05B2.2	1.24	5.66	0.429
K05C4.11	-3.77	2.36	0.133
K05C4.2	0.645	6.57	0.605
K05C4.5	0.362	8.37	0.595
K05C4.7	-0.182	7.54	0.809
K05F1.6	-2.87	1.7	0.251
K06A5.1	1.88	7.62	0.0155
K06A5.8	2.76	1.51	0.29
K06B9.2	-2.2	4.29	0.337
K06B9.4	0.874	4.19	0.65
K06H7.2	3.01	4	0.209
K06H7.3	0.472	7.8	0.511
K06H7.7	-0.418	8.35	0.497
K07A1.1	0.0372	6.88	0.974
K07A1.10	0.604	6.49	0.63
K07A1.15	-1.6	4.41	0.409
K07A1.17	0.91	7.01	0.347
K07A1.9	0.126	7.25	0.893
K07A12.1	0.738	8.29	0.175
K07A12.2	0.772	9.51	0.118
K07A12.4	0.879	7.7	0.203
K07A12.5	-5.81	4.12	0.0334
K07A12.7	-1.17	6.36	0.38
K07B1.4	-0.0208	7.21	0.984
K07B1.6	-0.4	3.55	0.871
K07B1.7	-0.132	7.77	0.854
K07C5.2	-5.31	5.41	0.0112
K07C5.3	-0.438	7.46	0.574
K07C5.4	0.19	8.9	0.709
K07C5.6	-0.149	8.68	0.765
K07E3.1	1.41	7.18	0.334
K07E3.2	-2.28	5.66	0.248
K07E3.4	3.35	5.43	0.158
K07E8.7	-1.85	5.82	0.274
K07F5.12	-0.0659	7.56	0.935
K07F5.14	1.01	8.09	0.116
K07F5.15	-0.639	2.86	0.785
K07G5.6	0.581	7.45	0.45
K07H8.1	1.12	7.59	0.126
K07H8.10	0.183	9.62	0.697
K07H8.2	-0.173	9.31	0.716
K07H8.3	-1.43	4.07	0.53
K07H8.9	1.25	3.14	0.615
K08A2.1	0.175	5.46	0.918
K08A2.4	1.22	5.08	0.504
K08D10.12	-0.333	2.8	0.921
K08D12.3	0.484	7.7	0.509
K08E3.10	-4.06	2.59	0.0932
K08E3.4	-0.55	6.57	0.692
K08E3.5	0.518	9.43	0.278
K08E4.2	-0.354	5.9	0.812
K08E4.3	0.572	5.86	0.722
K08E4.6	0.655	7.45	0.414
K08E7.5	6.25	4.35	0.0111
K08F11.5	-1.07	6.95	0.28
K08F4.1	-0.398	8.43	0.443
K08F4.2	0.236	9.26	0.633
K08F4.3	1.55	8.16	0.0107
K08F8.1	0.335	6.85	0.767
K08F9.4	-0.0477	8.47	0.928
K08H10.9	-0.0746	6.82	0.949
K08H2.3	3.76	5.65	0.0387
K08H2.4	-3.78	2.37	0.115
K09A11.1	-2.09	5.73	0.181
K09C4.10	1.88	6.69	0.257
K09E3.5	1.53	4.06	0.478
K09E3.7	-1.72	5.86	0.254
K09E4.2	0.443	5.45	0.804
K09E4.3	-0.0986	5.67	0.958
K09E9.3	-0.00191	6.8	1
K09F5.6	-3.78	3.8	0.139
K09H9.2	0.0654	6.64	0.96
K10B2.2	2.58	1.82	0.27
K10B2.4	0.0169	5.87	0.993
K10B3.5	1.87	2.22	0.45
K10B4.3	-0.549	5.73	0.769
K10C3.2	0.517	8.34	0.353
K10C3.4	0.184	6.97	0.854
K10C3.5	-0.155	6.61	0.902
K10C8.1	4	2.35	0.125
K10C8.3	0.5	7.51	0.525
K10C9.3	-3.19	1.92	0.2
K10D2.1	-0.0257	8.3	0.965
K10D2.5	-0.237	6.71	0.841
K10G9.2	1.4	2.59	0.577
K10H10.1	-0.896	5.35	0.591
K10H10.2	0.965	4.25	0.637
K11B4.1	0.455	4.7	0.828
K11B4.2	-0.0953	5.81	0.953
K11D12.11	-2.96	1.79	0.232
K11D12.12	3.96	2.32	0.137
K11D12.5	-4.17	5.09	0.0366
K11D2.5	2.2	4.16	0.354
K11G12.5	-1.2	5.93	0.406
K11G12.6	-0.0998	6.4	0.945
K11H12.1	2.24	2.72	0.316
K11H12.7	0.0843	2.12	1
K11H12.8	1.38	7.44	0.144
K11H12.9	-2.55	1.52	0.291
K11H3.3	1.31	4.8	0.486
K11H3.4	2.33	3.91	0.354
K11H3.6	0.0624	3.44	0.986
K11H3.8	4.53	2.78	0.0818
K12C11.1	-0.142	6.13	0.92
K12D12.5	-0.481	7.2	0.739
K12H4.2	0.918	5.76	0.555
K12H4.3	-1.29	5.93	0.393
K12H4.4	0.104	7.04	0.914
K12H4.5	0.146	5.02	0.942
K12H6.2	2.92	4.32	0.206
K12H6.6	-2.18	4.86	0.242
K12H6.7	-5.74	4.05	0.0184
kal-1	-0.0283	5.22	0.992
kap-1	-0.775	4.96	0.717
kars-1	0.00772	9.29	0.989
kat-1	0.187	7.16	0.843
kbp-1	0.417	6.33	0.751
kbp-2	0.0398	6.2	0.98
kbp-3	-0.154	5.95	0.919
kbp-4	0.00956	5.37	1
kbp-5	0.251	7.26	0.804
kca-1	-0.509	6.07	0.779
kcc-1	-1.51	7.05	0.122
kcc-3	-2.62	1.57	0.273
kel-1	0.835	2.78	0.694
kel-3	0.64	7.62	0.379
kgb-1	0.979	6.04	0.482
kin-10	0.312	8.55	0.542
kin-14	-1.15	5.07	0.591
kin-18	0.633	9.1	0.199
kin-19	-0.187	8.72	0.703
kin-2	0.293	5.17	0.89
kin-20	1.29	5.75	0.462
kin-25	-0.401	6.27	0.76
kin-29	0.433	3.76	0.863
kin-3	-0.27	8.63	0.595
kin-32	1.13	5.86	0.471
kin-33	3.24	3.55	0.201
kin-34	-2.71	2.4	0.286
kin-4	-0.309	8.63	0.689
klc-1	-0.0325	8.81	0.95
klc-2	-0.29	6.79	0.815
kle-2	-0.958	7.47	0.235
klp-12	-1.16	8.52	0.0391
klp-15	0.0288	7.16	0.981
klp-16	0.19	7.48	0.803
klp-18	-0.143	6.85	0.898
klp-19	-0.21	7.69	0.768
klp-3	-0.306	5.23	0.87
klp-7	0.0897	7.32	0.918
klp-8	-0.224	5.68	0.886
knl-1	-0.278	8.4	0.613
knl-2	-0.624	7.99	0.351
knl-3	0.375	6.94	0.705
kpc-1	-0.845	3.08	0.737
ksr-1	-0.307	5.52	0.887
ksr-2	0.0406	7.35	0.964
kup-1	0.747	8.48	0.151
lab-1	0.0174	7.91	0.982
lact-2	-0.116	2.27	1
lact-3	0.773	6.38	0.543
lact-9	-0.542	3.8	0.821
laf-1	1.38	5.55	0.404
lag-1	0.0934	8.76	0.86
lagr-1	0.951	2.09	0.716
lam-1	-2.17	2.03	0.392
lap-1	-0.0414	7.91	0.95
lap-2	0.621	9.22	0.224
larp-1	0.294	8.23	0.641
larp-5	-0.142	8.97	0.787
lars-1	-0.119	7.77	0.871
lars-2	0.567	7.08	0.647
lat-1	-1.47	8.11	0.0715
lbp-1	-4.06	4.26	0.0838
lbp-4	0.0552	6.65	0.966
lbp-9	2.46	6.27	0.0718
ldb-1	1.91	5.26	0.308
ldh-1	0.738	6.9	0.485
lea-1	-0.21	8.38	0.741
lec-1	0.0428	7.35	0.96
lec-3	4.16	4.52	0.107
lec-4	-0.52	4.54	0.787
lem-2	2.98	4.1	0.178
lem-3	-1.72	8.02	0.00506
let-19	-0.915	7.28	0.3
let-268	-3.19	1.94	0.192
let-363	0.251	8.75	0.624
let-4	1.42	4.86	0.548
let-413	0.474	6.17	0.794
let-418	-0.633	7.94	0.323
let-49	0.574	7.32	0.526
let-502	-0.196	7.93	0.792
let-504	-0.732	9.21	0.139
let-526	-0.234	6.91	0.822
let-60	0.35	7.39	0.673
let-607	0.344	8.94	0.521
let-653	0.205	4.37	0.936
let-70	0.307	9.32	0.537
let-711	0.558	7.71	0.484
let-716	0.191	8.05	0.765
let-721	-0.251	8.6	0.648
let-754	0.175	6.99	0.857
let-765	0.114	6.44	0.934
let-767	-0.142	7.2	0.872
let-805	5.4	3.55	0.054
let-858	-0.35	7.68	0.639
let-92	0.489	9.15	0.35
let-99	-1.7	7.39	0.0624
letm-1	-0.383	8.56	0.458
lev-10	3.28	2.31	0.177
lex-1	-0.27	8.71	0.587
lfe-2	-1.06	6.28	0.465
lgc-30	-4.49	2.93	0.0881
lgc-31	6.01	4.11	0.0352
lgc-33	-3.08	1.86	0.211
lgc-35	-4.97	3.34	0.0651
lgc-40	0.827	5.18	0.676
lgg-1	0.164	8.08	0.791
lgg-2	0.701	7.9	0.293
lgg-3	0.149	5.95	0.925
lgl-1	1.61	4.78	0.5
lgx-1	4.69	2.92	0.087
lig-1	-0.364	8.37	0.521
lig-4	-0.8	5.7	0.675
lin-10	-1.16	5.13	0.523
lin-12	2.59	3.96	0.292
lin-13	-0.605	6.93	0.59
lin-15A	0.508	6.36	0.733
lin-15B	-0.556	6.6	0.69
lin-17	3	3.35	0.235
lin-23	0.125	7.69	0.88
lin-24	0.826	7.53	0.31
lin-25	1.19	6.87	0.299
lin-26	0.151	8.63	0.761
lin-28	-2.87	4.3	0.202
lin-3	-0.713	7.38	0.375
lin-35	0.294	8.04	0.698
lin-36	-0.687	7.39	0.414
lin-37	-0.689	6.98	0.475
lin-39	2.03	5.19	0.269
lin-40	-0.404	6.71	0.732
lin-41	1.5	6.36	0.268
lin-42	1.96	2	0.396
lin-45	0.988	8.28	0.112
lin-49	-1.71	5.74	0.296
lin-5	-0.274	7.04	0.794
lin-52	-0.168	5.67	0.92
lin-53	-0.406	9.23	0.39
lin-54	-0.235	7.41	0.811
lin-56	0.833	6.99	0.38
lin-59	-0.204	7.53	0.785
lin-61	0.465	8.24	0.401
lin-65	-0.056	7.72	0.935
lin-66	-0.222	6.32	0.861
lin-7	1.89	2.59	0.371
lin-8	0.607	5.95	0.681
lin-9	0.0866	6.85	0.949
lip-1	1.02	5.12	0.672
lips-1	-3.52	2.15	0.166
lips-12	4.08	2.44	0.12
lips-3	4.29	2.61	0.106
lir-1	0.135	7.88	0.833
lir-2	-1.01	5.59	0.563
lir-3	-3.59	4.6	0.103
lis-1	-0.139	6.5	0.917
lit-1	1.31	6.86	0.213
LLC1.3	-0.0175	8.47	0.976
lmn-1	-0.172	9.07	0.718
lmp-1	-0.0725	7.97	0.909
lnp-1	-0.613	5.42	0.777
lon-2	0.889	5.85	0.625
lon-8	5.66	3.8	0.0425
lpd-2	2.12	6.72	0.101
lpd-3	-0.922	6.3	0.467
lpd-5	0.51	6.31	0.695
lpd-6	0.128	6.35	0.921
lpd-7	-1.06	7.81	0.132
lpd-8	0.0631	6.69	0.956
lpd-9	0.0883	5.8	0.956
lpin-1	1.59	8.49	0.0151
lpl-1	1.18	7.4	0.175
lrk-1	0.378	6.5	0.767
lrp-1	-3.76	3.23	0.151
lrp-2	-3.33	5.16	0.108
lrr-1	0.58	8.19	0.309
lsd-1	0.348	7.37	0.678
lsl-1	0.305	7.97	0.625
lsm-1	0.371	6.22	0.786
lsm-3	0.243	5.56	0.885
lsm-4	0.76	3.77	0.707
lsm-5	-0.0826	6.38	0.955
lsm-6	0.999	4.38	0.599
lsm-7	0.353	5.97	0.819
lsm-8	0.776	5.71	0.621
lst-1	0.397	9	0.415
lst-2	-3.17	5.97	0.0688
lst-3	-0.0368	8.99	0.943
lst-4	0.616	8.52	0.227
lsy-12	0.4	8.15	0.487
lsy-13	-0.179	7.15	0.848
lsy-2	-0.308	7.07	0.749
lsy-22	0.525	7.13	0.564
lsy-27	-0.567	7.23	0.551
lys-8	3.4	1.93	0.191
M01A10.1	1.6	7.3	0.27
M01B12.4	0.844	8.15	0.235
M01E11.1	2.36	5.63	0.218
M01E11.2	-0.128	8.07	0.828
M01E11.3	1.41	8.11	0.0393
M01E5.2	-0.586	4.7	0.811
M01E5.3	0.0606	8.32	0.913
M01E5.4	-0.562	7.09	0.549
M01F1.3	0.105	3.41	0.971
M01F1.4	-0.432	7.56	0.706
M01F1.6	1.62	2.33	0.535
M01F1.7	2.35	4.07	0.346
M01F1.8	0.189	5.2	0.919
M01F1.9	-2.14	2.49	0.342
M01G5.1	-1.53	2.74	0.466
M01G5.3	-0.236	6.23	0.858
M01H9.3	0.48	8.64	0.355
M02B1.2	-4.48	4.18	0.0848
M02B1.3	-0.408	8.86	0.412
M02B7.2	-0.483	4.16	0.814
M02B7.4	3.53	2.48	0.166
M02B7.5	1.99	6.12	0.228
M02B7.7	0.324	4.47	0.866
M02D8.3	-3.04	5.21	0.137
M02E1.1	-1.15	5.64	0.466
M03B6.3	-2.39	3.92	0.255
M03B6.4	-3.31	4.93	0.122
M03C11.2	0.191	5.64	0.907
M03C11.3	-2.66	2.36	0.295
M03C11.7	-0.476	6.75	0.67
M03C11.8	-0.967	7.43	0.223
M03F4.6	-4.46	2.9	0.0898
M03F8.3	-0.153	8.35	0.784
M04B2.2	-0.137	4.07	0.95
M04B2.4	3.42	1.92	0.199
M04B2.7	-0.116	1.99	1
M04C9.3	-2.1	4.27	0.348
M04F3.3	1.06	3.41	0.59
M04F3.4	1.73	6.05	0.239
M04F3.5	-1.12	6.83	0.447
M04G7.3	6.42	4.51	0.0233
M05B5.4	-1.08	6.14	0.429
M05D6.2	-0.302	8.72	0.544
M05D6.5	0.614	5.16	0.725
M05D6.6	-1.12	5.93	0.526
M106.2	-0.457	3.91	0.828
M106.3	-1.53	7.7	0.0521
M106.4	-0.241	7.16	0.808
M106.7	1.07	4.87	0.565
M106.8	-0.129	3.42	0.964
M110.3	-0.261	8.24	0.654
M116.5	-2.52	5.11	0.193
M117.1	1.81	2.29	0.444
M117.6	1.12	2.56	0.644
M142.5	-2.03	2.63	0.405
M142.8	0.128	2.96	0.982
M151.3	0.56	4.74	0.817
M151.7	0.188	6.72	0.868
M163.1	-0.592	4.74	0.81
M176.11	0.0979	3.92	0.98
M176.2	-0.309	7.28	0.728
M176.4	-3.45	2.59	0.156
M18.3	-0.425	6.46	0.737
M18.6	-0.191	8.91	0.73
M18.8	0.00456	8.11	0.995
M199.2	-0.628	5.76	0.698
M28.5	0.37	7.63	0.637
M57.1	0.0287	4.55	0.993
M57.2	0.238	7.65	0.773
M60.6	0.276	5.22	0.907
M70.4	-2.74	5.26	0.134
M70.5	2.4	3.63	0.273
M79.2	-4.37	2.82	0.0944
M88.2	0.906	6.18	0.508
M88.5	-1	7.33	0.253
M88.7	0.462	6.36	0.714
mab-20	-0.0238	6.12	0.988
mab-31	-3.88	2.42	0.131
mac-1	-0.363	4.7	0.855
madd-2	2.32	2.81	0.359
mag-1	-0.188	7.11	0.846
magi-1	-1.91	6.93	0.12
mai-1	-3.99	2.54	0.116
mai-2	0.742	6.38	0.597
mak-2	0.594	6.36	0.655
map-1	-0.29	6.53	0.813
map-2	-0.00909	6.99	0.993
marc-6	-2.29	6.26	0.0964
mars-1	0.742	8.16	0.463
mat-1	-0.244	8.05	0.678
mat-2	-0.554	8.15	0.437
mat-3	-0.156	6.22	0.909
math-15	-6.53	4.8	0.018
math-33	-0.805	8.27	0.197
math-37	4.85	3.08	0.0731
mau-2	0.123	7.6	0.881
mau-8	-2.1	6.3	0.118
max-2	-3.48	3.75	0.135
mbd-2	0.72	7.03	0.511
mbf-1	-0.192	6.74	0.86
mbk-1	0.0369	6.66	0.977
mbk-2	0.168	9.98	0.72
mboa-2	0.806	6.71	0.492
mboa-3	-3.15	5.37	0.118
mboa-6	-1.12	7.67	0.112
mboa-7	0.0499	6.14	0.974
mbtr-1	-0.28	6.46	0.834
mca-1	0.329	7.06	0.827
mca-2	-6	4.29	0.0176
mca-3	-0.951	8.17	0.1
mcd-1	1.23	5.58	0.467
mce-1	1.53	5.77	0.383
mcm-2	-0.984	7.29	0.261
mcm-3	-0.133	9.04	0.785
mcm-4	-0.0227	8.76	0.964
mcm-5	0.293	9.28	0.538
mcm-6	-0.0878	9.49	0.852
mcm-7	0.101	9.69	0.829
mdf-1	-0.508	7.54	0.499
mdf-2	-0.658	8.26	0.247
mdh-1	1.24	7.49	0.276
mdh-2	0.248	8.15	0.659
mdl-1	-2.08	1.65	0.372
mdt-1.2	2.47	5.82	0.121
mdt-10	-2.27	5.8	0.153
mdt-11	0.0742	7.01	0.941
mdt-15	0.207	7.34	0.818
mdt-17	-1.36	5.6	0.417
mdt-18	-0.84	7.49	0.294
mdt-19	0.262	6.46	0.839
mdt-20	0.346	5.52	0.833
mdt-22	-0.141	8.21	0.836
mdt-26	0.197	8.95	0.681
mdt-27	0.217	8.38	0.689
mdt-28	-0.105	9.16	0.834
mdt-29	-1.38	4.3	0.488
mdt-30	-0.137	7.11	0.882
mdt-31	2.32	4.95	0.251
mdt-4	0.155	5.9	0.921
mdt-6	0.0822	7.4	0.923
